 
****************************************
Report : area
Design : Baseline_4KB
Version: O-2018.06-SP5-5
Date   : Tue Feb  3 05:06:24 2026
****************************************

Library(s) Used:

    tcbn22ullbwp30p140tt0p9v25c (File: /home21/longyang/common/share/tsmc22/tcbn22ullbwp30p140_110b/tcbn22ullbwp30p140_110b/AN61001_20201222/TSMCHOME/digital/Front_End/timing_power_noise/NLDM/tcbn22ullbwp30p140_110b/tcbn22ullbwp30p140tt0p9v25c.db)

Number of ports:                       732677
Number of nets:                       5300530
Number of cells:                      4620723
Number of combinational cells:        3799702
Number of sequential cells:            804365
Number of macros/black boxes:               0
Number of buf/inv:                     379754
Number of references:                    3237

Combinational area:            2464309.603857
Buf/Inv area:                   101492.748947
Noncombinational area:         1573477.267209
Macro/Black Box area:                0.000000
Net Interconnect area:      undefined  (Wire load has zero net area)

Total cell area:               4037786.871065
Total area:                 undefined

Hierarchical area distribution
------------------------------

                                  Global cell area                Local cell area
                                  ---------------------  ---------------------------------- 
Hierarchical cell                 Absolute      Percent  Combi-        Noncombi-     Black-
                                  Total         Total    national      national      boxes   Design
ram_ctrl_inst_15_186/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_678
ram_ctrl_inst_15_186/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_678
ram_ctrl_inst_15_186/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_678_DW01_add_1
ram_ctrl_inst_15_186/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_678_DW01_add_0
ram_ctrl_inst_15_186/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_678_DW01_sub_0
ram_ctrl_inst_15_194                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_677
ram_ctrl_inst_15_194/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_677
ram_ctrl_inst_15_194/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_677
ram_ctrl_inst_15_194/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_677_DW01_add_1
ram_ctrl_inst_15_194/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_677_DW01_add_0
ram_ctrl_inst_15_194/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_677_DW01_sub_0
ram_ctrl_inst_15_199                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_676
ram_ctrl_inst_15_199/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_676
ram_ctrl_inst_15_199/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_676
ram_ctrl_inst_15_199/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_676_DW01_add_1
ram_ctrl_inst_15_199/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_676_DW01_add_0
ram_ctrl_inst_15_199/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_676_DW01_sub_0
ram_ctrl_inst_15_203                 1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_675
ram_ctrl_inst_15_203/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_675
ram_ctrl_inst_15_203/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_675
ram_ctrl_inst_15_203/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_675_DW01_add_1
ram_ctrl_inst_15_203/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_675_DW01_add_0
ram_ctrl_inst_15_203/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_675_DW01_sub_0
ram_ctrl_inst_15_209                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_674
ram_ctrl_inst_15_209/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_674
ram_ctrl_inst_15_209/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_674
ram_ctrl_inst_15_209/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_674_DW01_add_1
ram_ctrl_inst_15_209/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_674_DW01_add_0
ram_ctrl_inst_15_209/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_674_DW01_sub_0
ram_ctrl_inst_15_21                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_710
ram_ctrl_inst_15_21/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_710
ram_ctrl_inst_15_21/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_710
ram_ctrl_inst_15_21/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_710_DW01_add_1
ram_ctrl_inst_15_21/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_710_DW01_add_0
ram_ctrl_inst_15_21/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_710_DW01_sub_0
ram_ctrl_inst_15_214                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_673
ram_ctrl_inst_15_214/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_673
ram_ctrl_inst_15_214/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_673
ram_ctrl_inst_15_214/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_673_DW01_add_1
ram_ctrl_inst_15_214/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_673_DW01_add_0
ram_ctrl_inst_15_214/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_673_DW01_sub_0
ram_ctrl_inst_15_219                 1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_672
ram_ctrl_inst_15_219/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_672
ram_ctrl_inst_15_219/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_672
ram_ctrl_inst_15_219/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_672_DW01_add_1
ram_ctrl_inst_15_219/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_672_DW01_add_0
ram_ctrl_inst_15_219/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_672_DW01_sub_0
ram_ctrl_inst_15_221                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_671
ram_ctrl_inst_15_221/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_671
ram_ctrl_inst_15_221/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_671
ram_ctrl_inst_15_221/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_671_DW01_add_1
ram_ctrl_inst_15_221/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_671_DW01_add_0
ram_ctrl_inst_15_221/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_671_DW01_sub_0
ram_ctrl_inst_15_230                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_670
ram_ctrl_inst_15_230/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_670
ram_ctrl_inst_15_230/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_670
ram_ctrl_inst_15_230/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_670_DW01_add_1
ram_ctrl_inst_15_230/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_670_DW01_add_0
ram_ctrl_inst_15_230/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_670_DW01_sub_0
ram_ctrl_inst_15_235                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_669
ram_ctrl_inst_15_235/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_669
ram_ctrl_inst_15_235/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_669
ram_ctrl_inst_15_235/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_669_DW01_add_1
ram_ctrl_inst_15_235/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_669_DW01_add_0
ram_ctrl_inst_15_235/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_669_DW01_sub_0
ram_ctrl_inst_15_238                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_668
ram_ctrl_inst_15_238/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_668
ram_ctrl_inst_15_238/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_668
ram_ctrl_inst_15_238/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_668_DW01_add_1
ram_ctrl_inst_15_238/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_668_DW01_add_0
ram_ctrl_inst_15_238/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_668_DW01_sub_0
ram_ctrl_inst_15_24                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_709
ram_ctrl_inst_15_24/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_709
ram_ctrl_inst_15_24/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_709
ram_ctrl_inst_15_24/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_709_DW01_add_1
ram_ctrl_inst_15_24/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_709_DW01_add_0
ram_ctrl_inst_15_24/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_709_DW01_sub_0
ram_ctrl_inst_15_246                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_667
ram_ctrl_inst_15_246/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_667
ram_ctrl_inst_15_246/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_667
ram_ctrl_inst_15_246/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_667_DW01_add_1
ram_ctrl_inst_15_246/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_667_DW01_add_0
ram_ctrl_inst_15_246/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_667_DW01_sub_0
ram_ctrl_inst_15_252                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_666
ram_ctrl_inst_15_252/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_666
ram_ctrl_inst_15_252/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_666
ram_ctrl_inst_15_252/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_666_DW01_add_1
ram_ctrl_inst_15_252/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_666_DW01_add_0
ram_ctrl_inst_15_252/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_666_DW01_sub_0
ram_ctrl_inst_15_256                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_665
ram_ctrl_inst_15_256/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_665
ram_ctrl_inst_15_256/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_665
ram_ctrl_inst_15_256/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_665_DW01_add_1
ram_ctrl_inst_15_256/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_665_DW01_add_0
ram_ctrl_inst_15_256/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_665_DW01_sub_0
ram_ctrl_inst_15_262                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_664
ram_ctrl_inst_15_262/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_664
ram_ctrl_inst_15_262/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_664
ram_ctrl_inst_15_262/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_664_DW01_add_1
ram_ctrl_inst_15_262/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_664_DW01_add_0
ram_ctrl_inst_15_262/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_664_DW01_sub_0
ram_ctrl_inst_15_263                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_663
ram_ctrl_inst_15_263/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_663
ram_ctrl_inst_15_263/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_663
ram_ctrl_inst_15_263/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_663_DW01_add_1
ram_ctrl_inst_15_263/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_663_DW01_add_0
ram_ctrl_inst_15_263/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_663_DW01_sub_0
ram_ctrl_inst_15_270                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_662
ram_ctrl_inst_15_270/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_662
ram_ctrl_inst_15_270/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_662
ram_ctrl_inst_15_270/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_662_DW01_add_1
ram_ctrl_inst_15_270/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_662_DW01_add_0
ram_ctrl_inst_15_270/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_662_DW01_sub_0
ram_ctrl_inst_15_275                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_661
ram_ctrl_inst_15_275/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_661
ram_ctrl_inst_15_275/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_661
ram_ctrl_inst_15_275/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_661_DW01_add_1
ram_ctrl_inst_15_275/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_661_DW01_add_0
ram_ctrl_inst_15_275/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_661_DW01_sub_0
ram_ctrl_inst_15_283                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_660
ram_ctrl_inst_15_283/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_660
ram_ctrl_inst_15_283/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_660
ram_ctrl_inst_15_283/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_660_DW01_add_1
ram_ctrl_inst_15_283/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_660_DW01_add_0
ram_ctrl_inst_15_283/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_660_DW01_sub_0
ram_ctrl_inst_15_289                 1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_659
ram_ctrl_inst_15_289/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_659
ram_ctrl_inst_15_289/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_659
ram_ctrl_inst_15_289/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_659_DW01_add_1
ram_ctrl_inst_15_289/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_659_DW01_add_0
ram_ctrl_inst_15_289/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_659_DW01_sub_0
ram_ctrl_inst_15_291                 1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_658
ram_ctrl_inst_15_291/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_658
ram_ctrl_inst_15_291/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_658
ram_ctrl_inst_15_291/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_658_DW01_add_1
ram_ctrl_inst_15_291/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_658_DW01_add_0
ram_ctrl_inst_15_291/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_658_DW01_sub_0
ram_ctrl_inst_15_299                 1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_657
ram_ctrl_inst_15_299/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_657
ram_ctrl_inst_15_299/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_657
ram_ctrl_inst_15_299/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_657_DW01_add_1
ram_ctrl_inst_15_299/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_657_DW01_add_0
ram_ctrl_inst_15_299/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_657_DW01_sub_0
ram_ctrl_inst_15_30                  1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_708
ram_ctrl_inst_15_30/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_708
ram_ctrl_inst_15_30/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_708
ram_ctrl_inst_15_30/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_708_DW01_add_1
ram_ctrl_inst_15_30/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_708_DW01_add_0
ram_ctrl_inst_15_30/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_708_DW01_sub_0
ram_ctrl_inst_15_302                 1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_656
ram_ctrl_inst_15_302/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_656
ram_ctrl_inst_15_302/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_656
ram_ctrl_inst_15_302/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_656_DW01_add_1
ram_ctrl_inst_15_302/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_656_DW01_add_0
ram_ctrl_inst_15_302/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_656_DW01_sub_0
ram_ctrl_inst_15_305                 1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_655
ram_ctrl_inst_15_305/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_655
ram_ctrl_inst_15_305/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_655
ram_ctrl_inst_15_305/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_655_DW01_add_1
ram_ctrl_inst_15_305/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_655_DW01_add_0
ram_ctrl_inst_15_305/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_655_DW01_sub_0
ram_ctrl_inst_15_312                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_654
ram_ctrl_inst_15_312/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_654
ram_ctrl_inst_15_312/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_654
ram_ctrl_inst_15_312/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_654_DW01_add_1
ram_ctrl_inst_15_312/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_654_DW01_add_0
ram_ctrl_inst_15_312/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_654_DW01_sub_0
ram_ctrl_inst_15_317                 1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_653
ram_ctrl_inst_15_317/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_653
ram_ctrl_inst_15_317/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_653
ram_ctrl_inst_15_317/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_653_DW01_add_1
ram_ctrl_inst_15_317/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_653_DW01_add_0
ram_ctrl_inst_15_317/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_653_DW01_sub_0
ram_ctrl_inst_15_324                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_652
ram_ctrl_inst_15_324/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_652
ram_ctrl_inst_15_324/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_652
ram_ctrl_inst_15_324/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_652_DW01_add_1
ram_ctrl_inst_15_324/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_652_DW01_add_0
ram_ctrl_inst_15_324/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_652_DW01_sub_0
ram_ctrl_inst_15_326                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_651
ram_ctrl_inst_15_326/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_651
