 
****************************************
Report : area
Design : Baseline_4KB
Version: O-2018.06-SP5-5
Date   : Tue Feb  3 05:06:24 2026
****************************************

Library(s) Used:

    tcbn22ullbwp30p140tt0p9v25c (File: /home21/longyang/common/share/tsmc22/tcbn22ullbwp30p140_110b/tcbn22ullbwp30p140_110b/AN61001_20201222/TSMCHOME/digital/Front_End/timing_power_noise/NLDM/tcbn22ullbwp30p140_110b/tcbn22ullbwp30p140tt0p9v25c.db)

Number of ports:                       732677
Number of nets:                       5300530
Number of cells:                      4620723
Number of combinational cells:        3799702
Number of sequential cells:            804365
Number of macros/black boxes:               0
Number of buf/inv:                     379754
Number of references:                    3237

Combinational area:            2464309.603857
Buf/Inv area:                   101492.748947
Noncombinational area:         1573477.267209
Macro/Black Box area:                0.000000
Net Interconnect area:      undefined  (Wire load has zero net area)

Total cell area:               4037786.871065
Total area:                 undefined

Hierarchical area distribution
------------------------------

                                  Global cell area                Local cell area
                                  ---------------------  ---------------------------------- 
Hierarchical cell                 Absolute      Percent  Combi-        Noncombi-     Black-
                                  Total         Total    national      national      boxes   Design
ram_ctrl_inst_15_326/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_651
ram_ctrl_inst_15_326/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_651_DW01_add_1
ram_ctrl_inst_15_326/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_651_DW01_add_0
ram_ctrl_inst_15_326/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_651_DW01_sub_0
ram_ctrl_inst_15_335                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_650
ram_ctrl_inst_15_335/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_650
ram_ctrl_inst_15_335/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_650
ram_ctrl_inst_15_335/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_650_DW01_add_1
ram_ctrl_inst_15_335/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_650_DW01_add_0
ram_ctrl_inst_15_335/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_650_DW01_sub_0
ram_ctrl_inst_15_341                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_649
ram_ctrl_inst_15_341/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_649
ram_ctrl_inst_15_341/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_649
ram_ctrl_inst_15_341/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_649_DW01_add_1
ram_ctrl_inst_15_341/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_649_DW01_add_0
ram_ctrl_inst_15_341/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_649_DW01_sub_0
ram_ctrl_inst_15_343                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_648
ram_ctrl_inst_15_343/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_648
ram_ctrl_inst_15_343/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_648
ram_ctrl_inst_15_343/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_648_DW01_add_1
ram_ctrl_inst_15_343/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_648_DW01_add_0
ram_ctrl_inst_15_343/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_648_DW01_sub_0
ram_ctrl_inst_15_349                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_647
ram_ctrl_inst_15_349/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_647
ram_ctrl_inst_15_349/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_647
ram_ctrl_inst_15_349/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_647_DW01_add_1
ram_ctrl_inst_15_349/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_647_DW01_add_0
ram_ctrl_inst_15_349/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_647_DW01_sub_0
ram_ctrl_inst_15_357                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_646
ram_ctrl_inst_15_357/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_646
ram_ctrl_inst_15_357/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_646
ram_ctrl_inst_15_357/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_646_DW01_add_1
ram_ctrl_inst_15_357/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_646_DW01_add_0
ram_ctrl_inst_15_357/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_646_DW01_sub_0
ram_ctrl_inst_15_359                 1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_645
ram_ctrl_inst_15_359/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_645
ram_ctrl_inst_15_359/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_645
ram_ctrl_inst_15_359/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_645_DW01_add_1
ram_ctrl_inst_15_359/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_645_DW01_add_0
ram_ctrl_inst_15_359/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_645_DW01_sub_0
ram_ctrl_inst_15_365                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_644
ram_ctrl_inst_15_365/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_644
ram_ctrl_inst_15_365/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_644
ram_ctrl_inst_15_365/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_644_DW01_add_1
ram_ctrl_inst_15_365/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_644_DW01_add_0
ram_ctrl_inst_15_365/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_644_DW01_sub_0
ram_ctrl_inst_15_37                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_707
ram_ctrl_inst_15_37/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_707
ram_ctrl_inst_15_37/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_707
ram_ctrl_inst_15_37/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_707_DW01_add_1
ram_ctrl_inst_15_37/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_707_DW01_add_0
ram_ctrl_inst_15_37/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_707_DW01_sub_0
ram_ctrl_inst_15_371                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_643
ram_ctrl_inst_15_371/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_643
ram_ctrl_inst_15_371/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_643
ram_ctrl_inst_15_371/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_643_DW01_add_1
ram_ctrl_inst_15_371/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_643_DW01_add_0
ram_ctrl_inst_15_371/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_643_DW01_sub_0
ram_ctrl_inst_15_374                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_642
ram_ctrl_inst_15_374/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_642
ram_ctrl_inst_15_374/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_642
ram_ctrl_inst_15_374/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_642_DW01_add_1
ram_ctrl_inst_15_374/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_642_DW01_add_0
ram_ctrl_inst_15_374/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_642_DW01_sub_0
ram_ctrl_inst_15_379                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_641
ram_ctrl_inst_15_379/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_641
ram_ctrl_inst_15_379/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_641
ram_ctrl_inst_15_379/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_641_DW01_add_1
ram_ctrl_inst_15_379/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_641_DW01_add_0
ram_ctrl_inst_15_379/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_641_DW01_sub_0
ram_ctrl_inst_15_388                 1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_640
ram_ctrl_inst_15_388/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_640
ram_ctrl_inst_15_388/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_640
ram_ctrl_inst_15_388/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_640_DW01_add_1
ram_ctrl_inst_15_388/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_640_DW01_add_0
ram_ctrl_inst_15_388/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_640_DW01_sub_0
ram_ctrl_inst_15_39                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_706
ram_ctrl_inst_15_39/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_706
ram_ctrl_inst_15_39/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_706
ram_ctrl_inst_15_39/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_706_DW01_add_1
ram_ctrl_inst_15_39/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_706_DW01_add_0
ram_ctrl_inst_15_39/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_706_DW01_sub_0
ram_ctrl_inst_15_392                 1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_639
ram_ctrl_inst_15_392/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_639
ram_ctrl_inst_15_392/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_639
ram_ctrl_inst_15_392/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_639_DW01_add_1
ram_ctrl_inst_15_392/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_639_DW01_add_0
ram_ctrl_inst_15_392/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_639_DW01_sub_0
ram_ctrl_inst_15_399                 1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_638
ram_ctrl_inst_15_399/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_638
ram_ctrl_inst_15_399/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_638
ram_ctrl_inst_15_399/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_638_DW01_add_1
ram_ctrl_inst_15_399/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_638_DW01_add_0
ram_ctrl_inst_15_399/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_638_DW01_sub_0
ram_ctrl_inst_15_4                   1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_713
ram_ctrl_inst_15_4/ram_ip_itdata     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_713
ram_ctrl_inst_15_4/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_713
ram_ctrl_inst_15_4/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_713_DW01_add_1
ram_ctrl_inst_15_4/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_713_DW01_add_0
ram_ctrl_inst_15_4/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_713_DW01_sub_0
ram_ctrl_inst_15_404                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_637
ram_ctrl_inst_15_404/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_637
ram_ctrl_inst_15_404/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_637
ram_ctrl_inst_15_404/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_637_DW01_add_1
ram_ctrl_inst_15_404/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_637_DW01_add_0
ram_ctrl_inst_15_404/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_637_DW01_sub_0
ram_ctrl_inst_15_406                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_636
ram_ctrl_inst_15_406/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_636
ram_ctrl_inst_15_406/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_636
ram_ctrl_inst_15_406/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_636_DW01_add_1
ram_ctrl_inst_15_406/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_636_DW01_add_0
ram_ctrl_inst_15_406/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_636_DW01_sub_0
ram_ctrl_inst_15_411                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_635
ram_ctrl_inst_15_411/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_635
ram_ctrl_inst_15_411/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_635
ram_ctrl_inst_15_411/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_635_DW01_add_1
ram_ctrl_inst_15_411/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_635_DW01_add_0
ram_ctrl_inst_15_411/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_635_DW01_sub_0
ram_ctrl_inst_15_418                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_634
ram_ctrl_inst_15_418/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_634
ram_ctrl_inst_15_418/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_634
ram_ctrl_inst_15_418/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_634_DW01_add_1
ram_ctrl_inst_15_418/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_634_DW01_add_0
ram_ctrl_inst_15_418/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_634_DW01_sub_0
ram_ctrl_inst_15_424                 1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_633
ram_ctrl_inst_15_424/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_633
ram_ctrl_inst_15_424/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_633
ram_ctrl_inst_15_424/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_633_DW01_add_1
ram_ctrl_inst_15_424/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_633_DW01_add_0
ram_ctrl_inst_15_424/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_633_DW01_sub_0
ram_ctrl_inst_15_426                 1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_632
ram_ctrl_inst_15_426/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_632
ram_ctrl_inst_15_426/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_632
ram_ctrl_inst_15_426/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_632_DW01_add_1
ram_ctrl_inst_15_426/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_632_DW01_add_0
ram_ctrl_inst_15_426/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_632_DW01_sub_0
ram_ctrl_inst_15_432                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_631
ram_ctrl_inst_15_432/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_631
ram_ctrl_inst_15_432/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_631
ram_ctrl_inst_15_432/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_631_DW01_add_1
ram_ctrl_inst_15_432/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_631_DW01_add_0
ram_ctrl_inst_15_432/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_631_DW01_sub_0
ram_ctrl_inst_15_439                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_630
ram_ctrl_inst_15_439/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_630
ram_ctrl_inst_15_439/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_630
ram_ctrl_inst_15_439/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_630_DW01_add_1
ram_ctrl_inst_15_439/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_630_DW01_add_0
ram_ctrl_inst_15_439/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_630_DW01_sub_0
ram_ctrl_inst_15_444                 1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_629
ram_ctrl_inst_15_444/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_629
ram_ctrl_inst_15_444/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_629
ram_ctrl_inst_15_444/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_629_DW01_add_1
ram_ctrl_inst_15_444/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_629_DW01_add_0
ram_ctrl_inst_15_444/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_629_DW01_sub_0
ram_ctrl_inst_15_449                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_628
ram_ctrl_inst_15_449/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_628
ram_ctrl_inst_15_449/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_628
ram_ctrl_inst_15_449/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_628_DW01_add_1
ram_ctrl_inst_15_449/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_628_DW01_add_0
ram_ctrl_inst_15_449/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_628_DW01_sub_0
ram_ctrl_inst_15_455                 1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_627
ram_ctrl_inst_15_455/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_627
ram_ctrl_inst_15_455/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_627
ram_ctrl_inst_15_455/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_627_DW01_add_1
ram_ctrl_inst_15_455/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_627_DW01_add_0
ram_ctrl_inst_15_455/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_627_DW01_sub_0
ram_ctrl_inst_15_457                 1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_626
ram_ctrl_inst_15_457/ram_ip_itdata    1264.4100     0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_626
ram_ctrl_inst_15_457/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_626
